user_upload,ad_id,video_id,labeller_id,ad_or_no,ad_brand,product,food_or_no
FALSE,714,rxVRyodCFSs,3,TRUE,,Pearle Vision,FALSE
FALSE,716,W61gwBXjJjw,3,TRUE,,Culturelle ,FALSE
FALSE,717,aKv_fAo3OjE,3,TRUE,,Garnier Fructis,FALSE
FALSE,718,hv_x9rBxGj0,3,TRUE,,Marshalls,FALSE
FALSE,719,SESziaqa06c,3,TRUE,,Nyda,FALSE
FALSE,720,f22Txghkc8Y,3,TRUE,,Find your stride by winners marshalls and homesense,FALSE
FALSE,721,UKtet9TJ5_c,3,TRUE,,Not sure - some sort of lip plumper ,FALSE
FALSE,722,DOyHPJCzpwk,3,TRUE,,Spanx,FALSE
FALSE,723,Cv4V76rXPeQ,6,TRUE,,"Paula's Choice - Cleanser, 2% BHA & Benzoyl Peroxide",FALSE
FALSE,724,s27kADZ-qeg,3,,,N/A,
FALSE,725,THN26CMl26w,3,TRUE,,Ford 5150,FALSE
FALSE,726,MzC-wk4BvaE,3,TRUE,,Kumon,FALSE
FALSE,727,QF4L2rsnuRs,3,TRUE,,AG1,FALSE
FALSE,728,LrpEXU6b71I,3,TRUE,,Sylvias Relator book,FALSE
FALSE,729,STDyh2854SA,3,TRUE,,Windstar,FALSE
FALSE,730,tN-yMHlVUxM,3,TRUE,,Walmart,FALSE
FALSE,731,af8ziqXbfR0,3,TRUE,,The Beanie Bubble,FALSE
FALSE,732,c6koW2YEcpE,3,TRUE,,Ford F150,FALSE
FALSE,733,Fyk-h4t-caE,3,TRUE,,Aussie,FALSE
FALSE,734,jnaAq0WUIdc,3,FALSE,,N/A,
FALSE,735,d86wLRi78rA,3,TRUE,,Skip the dishes express lane,FALSE
FALSE,736,2QV1u6Z2qNo,3,FALSE,,N/A,
FALSE,737,YeuF4w1m5XQ,3,TRUE,,Door Dash,FALSE
FALSE,738,h7iZnWTaYIs,3,TRUE,,Rogers,FALSE
FALSE,739,YA_zgaTTH1U,3,TRUE,,For some online workshop,FALSE
FALSE,740,odA0Imd2oZY,3,TRUE,,Jeromes appliance,FALSE
FALSE,741,qOj8l5dX3Qs,3,,,N/A,
FALSE,742,zEcZxeYqJJ8,5,TRUE,,Dove Advanced Care,FALSE
FALSE,743,6Y6gbkEt31Y,6,TRUE,,Special Ops: Lioness on Paramount+,FALSE
FALSE,744,9mOgszvEGbw,6,TRUE,,Bow Valley BBQ's Winged Buffalo ,TRUE
FALSE,745,8PZDCl2F3Kk,6,TRUE,,Crest Advanced Gum Restore Toothpaste ,FALSE
FALSE,746,I0rSxR3nLfI,6,TRUE,,Xero Wealth management app ,FALSE
FALSE,747,uzOuNf96zTY,6,TRUE,,Asana Work Management Platform ,FALSE
FALSE,748,kMkaSogovy4,6,TRUE,,Westjet ,FALSE
FALSE,749,t6LN4CTAtZs,6,TRUE,,Reese's ,TRUE
FALSE,750,hayWUUEBuJY,6,TRUE,,Beneful Originals Dog Food ,FALSE
FALSE,751,0qEj4gyVKrM,6,TRUE,,Honda CR-V Hybrid ,FALSE
FALSE,752,SMmLe0zz1x8,6,TRUE,,Urban Optique - Eyeglasses Frames ,FALSE
FALSE,753,1ZQ6a5nIh4k,6,TRUE,,Jeep Gladiator 2023,FALSE
FALSE,754,OnCQw2vq7-s,6,TRUE,,Barbie World of Dreams ,FALSE
FALSE,755,AYesknldjHc,6,TRUE,,OrCam Read AI Device ,FALSE
FALSE,756,hx3lkRomiFk,6,TRUE,,Toyota RAV4 Advanced Tech ,FALSE
FALSE,757,XGrSTk3IY-4,6,TRUE,,BMO eclipse VISA Card ,FALSE
FALSE,758,RpYcyWxWMrY,6,TRUE,,BMO eclipse VISA ,FALSE
FALSE,759,XJa8OgZOH0Y,6,TRUE,,Porsche Cayenne Turbo GT ,FALSE
FALSE,760,rYhy8DDM69U,6,TRUE,,Reese's Chocolate ,TRUE
FALSE,761,RhXtTWb-sws,6,TRUE,,Staples ,FALSE
FALSE,762,ieUPM6k8kdQ,8,,,N/A,
FALSE,763,llWUR0RRrx8,8,TRUE,,voila,FALSE
FALSE,764,eWKLFzSWqFM,8,TRUE,,Mailchimp,FALSE
FALSE,765,GV9vveBAOfM,6,TRUE,,King of Avalon,FALSE
FALSE,766,7Z2oBX6ig18,6,TRUE,,Walmart.ca,FALSE
FALSE,767,1cNdj4Fpcwk,8,TRUE,,hyundai,FALSE
FALSE,768,XRKnPoC1W0A,6,TRUE,,West Jet Flights ,FALSE
FALSE,769,uCVfsB-jBzg,8,TRUE,,michaels,FALSE
FALSE,770,OJvMbFESn8Y,8,TRUE,,disney haunted mansion,FALSE
FALSE,771,prsPB02hw3o,6,,,N/A,
FALSE,772,BeDM7N3yRhI,8,TRUE,,Iams ,FALSE
FALSE,773,CSPGurqnp7w,6,TRUE,,Rogers Business ,FALSE
FALSE,774,F1MKkNzsRGg,8,TRUE,,ford mustang,FALSE
FALSE,775,6VTQdBZ6sbc,5,TRUE,,Calgary's University District ,FALSE
FALSE,776,7EYtW0htJ7I,5,TRUE,,Valorant,FALSE
FALSE,777,RualKLxc1t4,8,TRUE,,fraserway,FALSE
FALSE,778,8sr6GyPF2vI,8,TRUE,,reese's,TRUE
FALSE,779,Z6-7OGwXImo,8,TRUE,,bell,FALSE
FALSE,780,OtWeDjmILRs,8,TRUE,,Kids help phone,FALSE
FALSE,781,mrDW31Fjye8,8,,,N/A,
FALSE,782,_qSKXcAZ4Ro,8,TRUE,,west jet,FALSE
FALSE,783,x5O8Mc1R3Gs,8,TRUE,,SAS viya,FALSE
FALSE,784,VNHPM0Nl7T0,5,TRUE,,Dairy Farmer's of Canada ,FALSE
FALSE,785,OjKQhWemID0,5,TRUE,,Twisted Tea - Original Hard Iced Tea ,TRUE
FALSE,786,sSVbimnhkGA,5,TRUE,,2023 Honda CR-V,FALSE
FALSE,787,8971HYf2vZw,5,TRUE,,RBC First Home Savings Account ,FALSE
FALSE,788,YFc5JiLQEqQ,8,TRUE,,Valorant,FALSE
FALSE,789,QjCsMDJxmQ8,8,TRUE,,Flash multiverse,FALSE
FALSE,790,JTubNzyuzKU,8,TRUE,,Mac Book Apple ,FALSE
FALSE,791,vREKapg7v1Q,5,TRUE,,Domino's Monday Pizza Deal ,TRUE
FALSE,792,byIU0zUrW1s,5,TRUE,,Game of Thrones Winter is Coming Video Game ,FALSE
FALSE,793,5KGr4l_h6rA,5,TRUE,,Intuit Mailchimp ,FALSE
FALSE,794,BnOyr5e210g,5,TRUE,,Valorant the Video Game ,FALSE
FALSE,795,9URvPjI0bEc,5,TRUE,,Telus PureFibre with Wi-Fi Plus,FALSE
FALSE,796,MK5zaNZ9UQ0,6,TRUE,,Teenage mutant ninja - turtle mutant mayhem movie trailer ,FALSE
FALSE,797,W48zjGOYKWU,6,TRUE,,Sensodyne ,FALSE
FALSE,798,hqcoh-Zq_sw,6,TRUE,,KIA Sportage ,FALSE
FALSE,799,BATWPYDdpBw,6,TRUE,,Notco Canada - NotBurger ,TRUE
FALSE,800,VfyGVKisDmE,6,TRUE,,Keto Grill & Bakery ,TRUE
FALSE,801,F-DNbQIXgk8,6,TRUE,,Bow Valley BBQ Sweet Sticky Icky Sauce,TRUE
FALSE,802,zae6b_31mQg,6,TRUE,,Basement Builders ,FALSE
FALSE,803,3ypQCxcQVPc,6,TRUE,,Ford Edge Detour Bumper ,FALSE
FALSE,804,d0HBwUo4Nxc,6,TRUE,,Disney World Resort Florida,FALSE
FALSE,805,aEIZBfWF_jA,6,TRUE,,GrammarlyGO,FALSE
FALSE,806,PaT1GVCsM2c,6,TRUE,,Michaels Store,FALSE
FALSE,807,1D9xZylKUJY,6,TRUE,,Cheetos Mac & Cheese ,TRUE
FALSE,808,EEPSo-7I2nE,6,TRUE,,Head & Shoulders CA,FALSE
FALSE,809,F31IWInENZU,6,TRUE,,BMO VISA Eclipse Card ,FALSE
FALSE,810,AppzUVpqpEg,6,TRUE,,Canada Goose ,FALSE
FALSE,811,Agq1tk9rilc,6,TRUE,,Gillette ,FALSE
FALSE,812,d53_edAgazs,6,TRUE,,Twisted Metal on Paramount+,FALSE
FALSE,813,mGKSECMH16k,6,TRUE,,Mike's Hard Lemonade ,TRUE
FALSE,814,nxNL7IKRQXQ,6,TRUE,,Lululemon ,FALSE
FALSE,815,ZvXATk1TZ1E,6,TRUE,,Hero Wars ,FALSE
FALSE,816,iSWHzLrCyrQ,6,TRUE,,Hero Wars,FALSE
FALSE,817,4zuhC9nG7YQ,6,TRUE,,White Claw ,TRUE
FALSE,818,eqb8Z0lO-0A,6,TRUE,,Yogo ,TRUE
FALSE,819,g7nmqyQKnh0,6,TRUE,,Walmart Online Grocery,FALSE
FALSE,820,gYPUFJRcjN4,6,TRUE,,Skyscanner.ca,FALSE
FALSE,821,VLwKHnvjmbQ,6,TRUE,,Genesis GV80,FALSE
FALSE,822,WXNVLMgvoTg,6,TRUE,,Evony the king's return,FALSE
FALSE,823,3z6XRPlx2Yo,6,TRUE,,Teenage Mutant Ninja Turtles: Mutant Mayhem ,FALSE
FALSE,824,xPIR1Y2oWvg,6,TRUE,,Coca Cola Ultimate,TRUE
FALSE,825,2KhSudR0Ytw,6,TRUE,,Sprite ,TRUE
FALSE,826,JyC2QvfqmjU,6,TRUE,,RBC Vantage ,FALSE
FALSE,827,BnnT6BEBmWU,6,TRUE,,Kids Help Phone Line,FALSE
FALSE,828,NkoOWZsr9Wg,6,TRUE,,JD Sports at Market Mall ,FALSE
FALSE,829,WQNKhyn0-Y0,6,TRUE,,Evony: The King's Return,FALSE
FALSE,830,vLXG2zpsOVA,6,FALSE,,N/A,
FALSE,831,RnrosPLorAg,6,TRUE,,Farfetch,FALSE
FALSE,832,L_EuRgcGtjE,6,TRUE,,Salwa ,FALSE
FALSE,833,PWJ-ZTDZz5M,6,TRUE,,Saker Mini Chainsaw ,FALSE
FALSE,834,yQnMog_MXo0,6,TRUE,,Subaru ,FALSE
FALSE,835,TfcrRkqXBh0,6,TRUE,,Frozen Lemonades ,TRUE
FALSE,836,US30mzzPObQ,6,TRUE,,Special Ops: Lioness at Paramount+,FALSE
FALSE,837,s9EwYF_0R0Y,6,TRUE,,Crispers,TRUE
FALSE,838,oDSPXQ19BZw,6,TRUE,,Reese's ,TRUE
FALSE,839,1ZRKfzU0dYo,6,TRUE,,Olympic Organic Yogurt,TRUE
FALSE,840,wr7hEUSY0ZM,6,FALSE,,N/A,
FALSE,841,2YvrWynLo0o,6,TRUE,,CIBC Everyday banking,FALSE
FALSE,842,62EXIA0dvqo,6,TRUE,,Harvey's ,TRUE
FALSE,843,_pUw7Tuyfcg,6,FALSE,,N/A,
FALSE,844,Z55Fr1LleAg,6,TRUE,,OGX Extra Strength Argan of Morocco Products ,FALSE
FALSE,845,L-S1-n69uIg,6,TRUE,,Valorant ,FALSE
FALSE,846,imOdfO-AyhU,8,TRUE,,oreo super mario,TRUE
FALSE,847,rsGz0_Wjvpw,5,TRUE,,Evony the King's Return Computer game ,FALSE
FALSE,848,btnT7kKx8RI,5,TRUE,,BeamNG.drive video game,FALSE
FALSE,849,iByNYNmvf6s,5,TRUE,,I Am Future Computer Game,FALSE
FALSE,850,Ughm7-3AKTU,5,TRUE,,Rogers 5G mobile plans,FALSE
FALSE,851,fgPRjR_3nfE,5,TRUE,,The movie the Beanie Bubble,FALSE
FALSE,852,1D8kEW3kObE,5,TRUE,,Estroven,FALSE
FALSE,853,n8cHzECArCc,5,TRUE,,Skip Express Lane ,TRUE
FALSE,854,pvZiFbrVOgI,5,TRUE,,2023 Ram Heavy Duty Truck,FALSE
FALSE,855,EUWx0qsREOA,5,TRUE,,Garage,FALSE
FALSE,856,BtldL26z1Ac,5,TRUE,,2023 Bronco Sport ,FALSE
FALSE,857,skAzUeoUOwE,5,TRUE,,Telus PureFibre Internet ,FALSE
FALSE,858,xBv8Zyxd7yw,5,TRUE,,CineClub,FALSE
FALSE,859,ZVguj7hHDF8,5,TRUE,,Garage,FALSE
FALSE,860,v7NzpWfJ4K0,5,TRUE,,Youtube Premium,FALSE
FALSE,861,i_2libvNoGk,5,TRUE,,Cracker Barrel Cheese ,TRUE
FALSE,862,DivWrS3IZaM,5,TRUE,,Stormshot Skull Isle Odyssey Computer Game ,FALSE
FALSE,863,sG8kFf9EcGE,5,TRUE,,Lords Mobile Video Game ,FALSE
FALSE,864,Ndzb0YECAjg,5,TRUE,,Credit Keeper ,FALSE
FALSE,865,7n9nRTT88Ew,5,TRUE,,Apple Health App,FALSE
FALSE,866,YvddzzbMif8,5,TRUE,,McDonald's Grand Big Mac ,TRUE
FALSE,867,o2RC9AKKLwQ,6,TRUE,,WestJet Flights ,FALSE
FALSE,868,FyRMFo3vXsw,8,TRUE,,air everythign  ,FALSE
FALSE,869,XdgQyFDZTys,8,TRUE,,revitalift triple power LZR,FALSE
FALSE,870,1EFOO9bb7XE,8,TRUE,,door dash ,FALSE
FALSE,871,jNMrGizHtSY,8,TRUE,,smart water alkaline ,TRUE
FALSE,872,NiNxw_L3jsI,8,TRUE,,folders even roast,TRUE
FALSE,873,IPsoMrF9bZU,8,TRUE,,coca cola,TRUE
FALSE,874,UPZ5NOxQOEg,8,,,N/A,
FALSE,875,mNPuS5cBhWA,8,,,N/A,
FALSE,876,LLoI3VF5VZA,8,TRUE,,bic ez reach ,FALSE
FALSE,877,K9rtED3x43E,8,TRUE,,home depot,FALSE
FALSE,878,jnS0ivCPZPs,8,TRUE,,fabletics,FALSE
FALSE,879,5yOpG59DPl8,10,TRUE,lululemon,lululemon pants,FALSE
FALSE,880,w8PfTwdMcUM,6,TRUE,,Paula's Choice Clear System ,FALSE
FALSE,881,nVedqHuTf8I,6,TRUE,,Haunted Mansion - Trailer ,FALSE
FALSE,882,B5GRFn0qrEc,6,TRUE,,McDonald's ,TRUE
FALSE,883,XAJYmitTFaI,6,TRUE,,McDonalds Apple Slices ,TRUE
FALSE,884,fm2eIomK04A,6,TRUE,,Kia Seltos ,FALSE
FALSE,885,kXcRiRLwX4E,6,TRUE,,Skip the dishes ,FALSE
FALSE,886,cctUdtwk4Ps,6,TRUE,,Calgary Gem & Mineral Show ,FALSE
FALSE,887,fLHVpRRJOus,6,TRUE,,Smart Water ,TRUE
FALSE,888,we883f2kK-c,6,TRUE,,Winners ,FALSE
FALSE,889,x7bFsV6mo4g,6,TRUE,,HomeSense ,FALSE
FALSE,890,B7mxc_BSH74,6,TRUE,,Tim Hortons - Smoky Honey Bacon Breakfast Sandwiches ,TRUE
FALSE,891,BqFUJVXfYn8,6,TRUE,,DOVE bodywash ,FALSE
FALSE,892,L2a7NF4JctQ,6,TRUE,,Biotrue Advanced Multi Purpose Contact Lens Solution,FALSE
FALSE,893,TXlLq1bHqfE,6,TRUE,,University District Calgary,FALSE
FALSE,894,0WbARbzXI6U,6,TRUE,,Export Development Canada ,FALSE
FALSE,895,AtyyKDpunfI,6,TRUE,,Tim Hortons ,FALSE
FALSE,896,rOe4-1Rd1Vs,6,TRUE,,Telus ,FALSE
FALSE,897,VaB50ykismw,6,TRUE,,Tropicana Watermelon,TRUE
FALSE,898,EfyEYE650t8,6,TRUE,,Stand Earth ,FALSE
FALSE,899,OiC1rgCPmUQ,6,TRUE,,Dua Lipa - Dance the Night Song Video ,FALSE
FALSE,900,TNn_uS64jMs,6,TRUE,,Evry Jewels ,FALSE
FALSE,901,Q7ELgQ4v76A,6,,,N/A,
FALSE,902,Ju7WFCMTtig,6,TRUE,,Noom ,FALSE
FALSE,903,nJNUXB3aXX8,6,TRUE,,Celie Hair - Wigs ,FALSE
FALSE,904,Q7ftfznEwkA,6,TRUE,,Esso,FALSE
FALSE,905,Ac15sdee20s,6,TRUE,,NYX Makeup ,FALSE
FALSE,906,FJFwx-NCCAM,6,TRUE,,Jolly Rancher Gummies ,TRUE
FALSE,907,1KIdWDwCuOg,6,TRUE,,Optics International ,FALSE
FALSE,908,hGqorfqivO8,6,,,N/A,
FALSE,909,en31pqwlqHU,6,TRUE,,Rogers,FALSE
FALSE,910,lUzbyIbJ1xw,6,TRUE,,EVONY The King's Return ,FALSE
FALSE,911,r2q0K9VbD2g,6,TRUE,,Naval Action ,FALSE
FALSE,912,ZkvgOCo6Dkw,6,TRUE,,Brisk Strawberry Iced Tea ,TRUE
FALSE,913,kj7ScgOOB5o,6,TRUE,,Little Ceasar - Thin Crust,TRUE
FALSE,914,NhzsSAtg8D0,6,TRUE,,Airbnb,FALSE
FALSE,915,l_IkiZDKdrA,6,TRUE,,Volkswagon ,FALSE
FALSE,916,2X9mOmY1Jbg,6,TRUE,,Brisk Iced Tea ,TRUE
FALSE,917,2vdtoyVe2RY,6,,,N/A,
FALSE,918,PZ30rMwUUrc,6,TRUE,,Breakthrough Guitar,FALSE
FALSE,919,F_-HxXbm6Jk,6,,,N/A,
FALSE,920,vwWX733ceNU,6,,,N/A,
FALSE,921,jmXyqm-HXps,6,TRUE,,Cheetos Mac & Cheese,TRUE
FALSE,922,h9ejEHI_bzs,6,TRUE,,Brisk Iced Tea ,TRUE
FALSE,923,w0bw5EDu1xE,6,TRUE,,Blue Beetle - movie trailer,FALSE
FALSE,924,KVX74WAaVxg,6,TRUE,,Kraker Pro,FALSE
FALSE,925,euFlNQmx9lc,6,TRUE,,Ozempic ,FALSE
FALSE,926,KGd8sa0KDF8,6,TRUE,,Apple TV ,FALSE
FALSE,927,WsCiXGYTiak,6,,,N/A,
FALSE,928,ReojSzaibWw,6,TRUE,,Always discreet ,FALSE
FALSE,929,gQnL_0xr8YE,6,TRUE,,Blue Buffalo ,FALSE
FALSE,930,1vrNq3Fe2lg,6,TRUE,,Can-am ,FALSE
FALSE,931,XvpSMPu2ihM,6,TRUE,,Simplii Financial ,FALSE
FALSE,932,HXAOQ-MZg8s,6,,,N/A,
FALSE,933,XlynM3kRSZU,6,TRUE,,Kia EV6 GT ,FALSE
FALSE,934,7OKLh03jpHE,6,,,N/A,
FALSE,935,SQaxEY72x7s,6,,,N/A,
FALSE,936,OY2wW8DHGAg,6,TRUE,,Porter Airlines ,FALSE
FALSE,937,_p1o2x3NhvY,6,TRUE,,Asana ,FALSE
FALSE,938,31iJWHTyMKU,6,TRUE,,IAMS,FALSE
FALSE,939,F_U98s8niVk,6,TRUE,,Mr. Christie Fruit Cream Cookies ,FALSE
FALSE,940,0Jqtr0fmC1Q,6,TRUE,,SAS Viya ,FALSE
FALSE,941,CQbtbr2PwL0,6,TRUE,,Voila - Grocery Delivery,FALSE
FALSE,942,9x0m7eUeg3U,6,,,N/A,
FALSE,943,1ghrft3eNaQ,6,TRUE,,Blue Protocol,FALSE
FALSE,2446,6RBEsYKCm-A,10,TRUE,Kia,Kia Sportage,FALSE
FALSE,2447,wJMpHz_2fU0,10,TRUE,Telus,Telus network,FALSE
FALSE,2448,oFMnmJ48ac4,10,TRUE,save on foods,caselot from save on foods,FALSE
FALSE,2449,6HVYX8FRSGA,10,TRUE,Grammarly,Grammarly using AI,FALSE
FALSE,2450,p6_i5xIQayE,10,TRUE,CIBC,CIBC visa card,FALSE
FALSE,2451,p7SzGY5qZkY,10,TRUE,Disney+ ,What if season two,FALSE
FALSE,2452,CkSPid66eWg,10,TRUE,Wealthsimple,Wealthsimple RRSP,FALSE
FALSE,2453,ltSOH2x2h08,10,TRUE,unknown,A game,FALSE
FALSE,2454,oWaLTXTSR_A,10,TRUE,Microsoft,Microsoft Azure Quantum,FALSE
FALSE,2455,4e70HCWIi6c,10,TRUE,Constant contact,Constant contact event platform,FALSE
FALSE,2456,iWDocNUskPA,10,TRUE,Forethought,Forethought AI,FALSE
FALSE,2457,GrF7QYkM8CY,10,TRUE,CBC,CBC the great canadian pottery ,FALSE
FALSE,2458,p8jc2caQRqA,10,TRUE,JMC,Electoral college ,FALSE
FALSE,2459,Q0MtvL35VcE,10,TRUE,Metalcloak,Duroflex,FALSE
FALSE,2460,bu9rwC_0z_o,10,TRUE,Playstation,JJKCC show,FALSE
FALSE,2461,KuwFmZY-c5o,10,TRUE,Constant Contact,Email marketing,FALSE
FALSE,2462,ZzTV-JROBXg,10,TRUE,Kraken,Crypto bank,FALSE
FALSE,2463,ua8MmEFChOc,10,TRUE,Belair direct,Insurance,FALSE
FALSE,2464,2aukWtOzG6E,10,TRUE,Enercare,Electricty energy,FALSE
FALSE,2465,LvBpfnWRR3g,10,TRUE,ICC,T20 World Cup,FALSE
FALSE,2466,h2jiXiIc-BA,10,TRUE,Nightingale,Video game,FALSE
FALSE,2467,OXi_PCywoAk,10,TRUE,Constant contact,Digital marketing service,FALSE
FALSE,2468,vEGx3GWczeA,10,TRUE,Insurgency : Sandstorm,Video Game,FALSE
FALSE,2469,TAc7HdOAnQQ,10,TRUE,BMO,Banking services,FALSE
FALSE,2470,d2miZerdWaU,10,TRUE,Government of Canada,Climate incentive by government,FALSE
FALSE,2471,u2nAEnDH_-8,10,TRUE,La Roche Posay,Skin lotion,FALSE
FALSE,2472,BMBKsojKzSI,10,TRUE,Constant contact,Customer lists services,FALSE
FALSE,2473,uHgnt8c9vqw,10,TRUE,OSC,Anti Crypto Scam service,FALSE
FALSE,2474,6zpLpJzI8HI,10,TRUE,Rainbow six siege,Video game,FALSE
FALSE,2475,ZquzWyjiboI,10,TRUE,Oura,health ring,FALSE
FALSE,2476,as5bCAj0Z8I,10,TRUE,Pokemon,Trading Cards,FALSE
FALSE,2477,sbDeQL_2dfo,10,TRUE,Oneplus,Earbuds,FALSE
FALSE,2478,n-wQbO5H5tM,10,TRUE,Metro Awakening,Video game,FALSE
FALSE,2479,eq23Fm2fznc,10,TRUE,Selsun,Shampoo,FALSE
FALSE,2480,7d76G0488Is,10,TRUE,Constant Contract,Email marketing service,FALSE
FALSE,2481,wlYuH8truy4,10,TRUE,Remitly,Money transfer service,FALSE
FALSE,2482,IDDmM5RhFE4,10,TRUE,AMC,Tv show,FALSE
FALSE,2483,EQvXI_CuvXE,10,TRUE,Wealthsimple,Trading services,FALSE
FALSE,2484,Q531es7-uAA,10,TRUE,Temptations,Cat food,FALSE
FALSE,2485,CJkFSHgvKQE,10,TRUE,BMO,Banking services,FALSE
FALSE,2486,I0_9iZQJHSo,10,TRUE,Equifax,Identify security service,FALSE
FALSE,2487,w-VFdyyPtZY,10,TRUE,JJK,Video game,FALSE
FALSE,2488,K32D3lxxDZ0,10,TRUE,League of legends,Video game,FALSE
FALSE,2489,JA3aFi2Nst8,10,TRUE,QIAGEN,Analytics service,FALSE
FALSE,2490,LZMaE8z7x3g,10,TRUE,Casetify,Phone case,FALSE
FALSE,2491,#NAME?,10,TRUE,Armored core,video game,FALSE
FALSE,2492,lH4AwAGAfwQ,10,TRUE,Subway,black forest ham and cold cut combo,TRUE
FALSE,2493,21J64LNa3qs,10,TRUE,SQUARESPACE,Web design,FALSE
FALSE,2494,yKd_gBoKdo8,10,TRUE,FFXIV,VIDEO GAME,FALSE
FALSE,2495,9suyhpLDxKc,10,TRUE,oura,Health ring,FALSE
FALSE,2496,#NAME?,10,TRUE,Tim Horton's,Tim Horton's coffee,TRUE
FALSE,2497,FoEsPwoVQps,10,TRUE,rainbow 6 siege,video game,FALSE
FALSE,2498,CmsxifCqkPY,10,TRUE,wuthering waves,video game,FALSE
FALSE,2499,dmTOwcpCJtY,10,TRUE,BMO,bank service,FALSE
FALSE,2500,V0ycKLC4W0s,10,TRUE,OSC,Crypto security service,FALSE
FALSE,2501,eaGsVrnH-5k,10,TRUE,Young Posse,Music video,FALSE
FALSE,2502,KGYEIg9jFa8,10,TRUE,Red Bull,Energy drink ,TRUE
FALSE,2503,QKAZmlFekHU,10,TRUE,Helldivers 2,Video game,FALSE
FALSE,2504,eydwfnMMjAA,14,FALSE,Not Labeled,N/A,
FALSE,2505,t15U1hkWhMk,10,TRUE,Ricola,Throat losange,FALSE
FALSE,2506,Mx1LXyRANWI,10,TRUE,Capital ONE,Credit card,FALSE
FALSE,2507,KQkoCKip6f4,10,TRUE,Productive,Management software,FALSE
FALSE,2508,qFF7Tux2EQw,10,TRUE,FFXVIV,game,FALSE
FALSE,2509,r6I4vZK4lhc,10,TRUE,Wistia,Screen recorder program,FALSE
FALSE,2510,6AQXrP_O6rI,10,TRUE,Kraken,Crypto Bank,FALSE
FALSE,2511,sGHZN6-36rs,10,TRUE,Capital one,Credit Card,FALSE
FALSE,2512,_qabyNerJHA,10,TRUE,Disney +,Adult cartoons,FALSE
FALSE,2513,CXUJ2CKIQ0A,10,TRUE,Dulcolax,Laxative,FALSE
FALSE,2514,R0W5HbAyba0,10,TRUE,Wistia,Screen recording program,FALSE
FALSE,2515,uC_CrC3b5-0,10,TRUE,Epson,Printer,FALSE
FALSE,2516,DflFFBM3qPU,10,TRUE,Aorus,Laptop,FALSE
FALSE,2517,asNVb8_Wwxo,10,TRUE,Disney,Movie,FALSE
FALSE,2518,yJXRaOeSdhI,10,TRUE,Equifax,Security privacy service,FALSE
FALSE,2519,zSX46okHbN8,10,TRUE,Helldivers 2,Game,FALSE
FALSE,2520,2nn9MI-FUm0,10,TRUE,Kentik,Network services,FALSE
FALSE,2521,RpGRLAzZuOw,10,TRUE,Pokemon,Trading cards,FALSE
FALSE,2522,urX3jvnbCqU,10,TRUE,OnePlus,Earbuds,FALSE
FALSE,2523,y0ig7qug1C0,10,TRUE,Cheez it,Cheez it crackers,TRUE
FALSE,2524,SPmauEa7Iuk,10,TRUE,Hyundai,Hyundai KONA car,FALSE
FALSE,2525,o8GHpmbG8l4,10,TRUE,quick collect,quick collect app,FALSE
FALSE,2526,SgOEmzNBzAQ,10,TRUE,CBC,Theme songs for CBC shows,FALSE
FALSE,2527,8mJHzsohVV4,10,,Not Labeled,N/A,
FALSE,2528,5hh7QibNmVk,10,TRUE,NWX,nightingale game,FALSE
FALSE,2529,1E3bTkGJaXg,10,TRUE,RODE,RODE wireless microphone ,FALSE
FALSE,2530,nplrCABrzn4,10,TRUE,Ontario goverment,Service Ontario,FALSE
FALSE,2531,doS5Cs1InmU,10,TRUE,Q nomy,Cubu on website,FALSE
FALSE,2532,Q5V0yap77yg,10,TRUE,Government of Canada ,Disinformation,FALSE
FALSE,2533,zDDf60jW8_Y,10,TRUE,Clout Cobain,Clout Cobain song,FALSE
FALSE,2534,C-2yUl53S3M,10,TRUE,Homedepot,Homedepot great prices ,FALSE
FALSE,2535,oTUqT6seueo,10,TRUE,Hyundai,Hyundai KONA car,FALSE
FALSE,2536,_x7dZnMYdTU,10,TRUE,Oura,Oura sleep app,FALSE
FALSE,2537,RSwEuSw--sc,10,TRUE,Lenovo,Lenovo laptop,FALSE
FALSE,2538,avfwWeOtjHE,10,TRUE,RODE,RODE wireless microphone ,FALSE
FALSE,2539,xcO3plNwh2A,10,TRUE,Snowrunner,Snowrunner game,FALSE
FALSE,2540,#NAME?,10,TRUE,TD bank,TD low rate credit card,FALSE
FALSE,2541,o-Vy-RRSA4k,10,TRUE,Marvel studios,Madame web movie,FALSE
FALSE,2542,DMBfuRkNvzA,10,TRUE,Government of canada,Canadian food inspection agency,FALSE
FALSE,2543,adn-3V6O-ZI,10,TRUE,Montreal city,Winter activities in montreal,FALSE
FALSE,2544,Yt6ISKaewyI,10,TRUE,Lenovo,Lenovo laptop,FALSE
FALSE,2545,Hj7bDb16g2A,10,TRUE,Playstation,Helldivers 2 game,FALSE
FALSE,2546,T46QFSuiAN8,10,TRUE,TD bank,TD insurance,FALSE
FALSE,2547,7mU7W7eeO_Q,10,TRUE,UB soft,Rainbowsix game,FALSE
FALSE,2548,PJtOXOh33WE,10,TRUE,Status,Speaker,FALSE
FALSE,2549,ckTiKW8J584,10,TRUE,Science north,Mine evolution game,FALSE
FALSE,2550,C4XXNmGGL8g,10,TRUE,ebay,Ebay products,FALSE
FALSE,2551,K2TXibei6GU,10,TRUE,Acura,Acura RDX car,FALSE
